,,weekday,holiday,rush hour,accident,construction,match,concert,festival,weather,temperature,humidity,precipitation,wind-speed,wind-direction,solar-radiation,Ginza-Line・inbound,Ginza-Line・outbound,Chiyoda-Line・inbound,Chiyoda-Line・outbound,Nanboku-Line・inbound,Nanboku-Line・outbound,Marunouchi-Line・inbound,Marunouchi-Line・outbound,delay
,2:00~3:00,0,1,0,0,0,0,0,0,1,23.6,100,0,0.8,3,0,0,0,0,0,0,0,0,0,0
,3:00~4:00,0,1,0,0,0,0,0,0,1,23.5,100,0,0.5,2,0,0,0,0,0,0,0,0,0,0
,4:00~5:00,0,1,0,0,0,0,0,0,1,23.5,100,0,1.8,2,0,0,0,0,0,0,0,0,0,0
,5:00~6:00,0,1,0,0,0,0,0,0,1,23.5,100,0,1.3,0,0,1,1,1,1,3,1,3,2,0
,6:00~7:00,0,1,0,0,0,0,0,0,2,22.9,100,0,1.5,15,0.01,2,2,2,2,4,3,4,2,0
,7:00~8:00,0,1,0,0,0,0,0,0,2,22.9,100,0,2.6,14,0.09,3,3,4,4,4,3,4,2,0
,8:00~9:00,0,1,0,0,0,0,0,0,2,22.8,100,0,1.7,13,0.19,4,4,5,5,4,3,4,2,0
,9:00~10:00,0,1,0,0,1,0,0,0,1,23,100,0,2.7,13,0.36,3,3,4,4,4,3,4,2,0
,10:00~11:00,0,1,0,0,1,0,0,0,1,22.9,100,0,1.2,13,0.39,2,2,3,3,4,2,2,2,0
,11:00~12:00,0,1,0,0,1,0,0,0,1,23.1,100,0,1.8,13,0.23,2,2,2,2,3,2,2,2,0
,12:00~13:00,0,1,0,0,1,0,0,0,2,23.2,100,0,0.6,12,0.23,2,2,2,2,3,2,2,2,0
,13:00~14:00,0,1,0,0,1,0,0,0,2,23.5,100,0,1.2,8,0.48,2,2,2,2,4,3,3,3,0
,14:00~15:00,0,1,0,0,1,0,0,0,2,24.2,99,0,2.1,10,0.42,2,2,2,2,5,4,4,4,1
,15:00~16:00,0,1,0,0,1,0,0,0,2,24.2,98,0,2.2,6,0.39,2,2,2,2,5,4,4,4,1
,16:00~17:00,0,1,0,0,1,0,0,0,2,24.4,99,0,2.3,7,0.34,2,2,2,2,5,4,4,4,1
,17:00~18:00,0,1,0,0,1,0,0,0,2,24.3,99,0,2.5,9,0.42,2,2,2,2,5,4,4,4,1
,18:00~19:00,0,1,0,0,0,0,0,0,2,24.4,99,0,2.5,8,0.19,3,3,3,3,5,4,4,4,0
,19:00~20:00,0,1,0,0,0,0,0,0,2,24.3,99,0,3.3,7,0.04,2,2,2,2,5,4,4,4,0
,20:00~21:00,0,1,0,0,0,0,0,0,2,23.4,100,0,3.8,7,0,2,2,2,2,4,4,4,4,0
,21:00~22:00,0,1,0,0,0,0,0,0,2,23.7,99,0,3.8,8,0,2,2,2,2,4,3,3,3,0
,22:00~23:00,0,1,0,0,0,0,0,0,2,23.3,99,0,2.1,9,0,2,2,2,2,2,1,1,1,0
,23:00~0:00,0,1,0,0,0,0,0,0,2,23,100,0,2.6,7,0,1,1,1,1,1,1,1,1,0
2022.08.17,0:00~1:00,0,1,0,0,0,0,0,0,2,23,100,0,4.2,7,0,1,1,1,1,1,1,1,1,0
,1:00~2:00,0,1,0,0,0,0,0,0,2,22.8,99,0,2,9,0,0,0,0,0,0,0,0,0,0
,2:00~3:00,0,1,0,0,0,0,0,0,2,23.1,100,0,2.6,8,0,0,0,0,0,0,0,0,0,0
,3:00~4:00,0,1,0,0,0,0,0,0,2,22.9,100,0,2.2,5,0,0,0,0,0,0,0,0,0,0
,4:00~5:00,0,1,0,0,0,0,0,0,2,22.1,100,0,0.7,0,0,0,0,0,0,0,0,0,0,0
,5:00~6:00,0,1,0,0,0,0,0,0,2,22.4,100,0,2.5,9,0,1,1,1,1,3,1,3,2,0
,6:00~7:00,0,1,0,0,0,0,0,0,2,22.8,100,0,2,8,0,2,2,2,2,4,3,4,2,0
,7:00~8:00,0,1,0,0,0,0,0,0,2,22.9,100,0,2.5,9,0,3,3,4,4,4,3,4,2,0
,8:00~9:00,0,1,0,0,0,0,0,0,2,23.3,100,0,4.1,9,0.01,4,4,5,5,4,3,4,2,0
,9:00~10:00,0,1,0,0,0,0,0,0,4,24.1,89,0,2.9,9,0.13,3,3,4,4,4,3,4,2,0
,10:00~11:00,0,1,0,0,0,0,0,0,4,24.8,89,0.1,2.9,7,0.35,2,2,3,3,4,2,2,2,0
,11:00~12:00,0,1,0,0,0,0,0,0,4,25.7,82,0,4.8,6,1.39,2,2,2,2,3,2,2,2,0
,12:00~13:00,0,1,0,0,1,0,0,0,1,26.3,83,0,4.3,7,0.59,2,2,2,2,3,2,2,2,0
,13:00~14:00,0,1,0,0,1,0,0,0,1,26.6,82,0,4,6,1.1,2,2,2,2,4,3,3,3,0
,14:00~15:00,0,1,0,0,1,0,0,0,1,27.3,79,0,4.5,6,1.44,2,2,2,2,5,4,4,4,0
,15:00~16:00,0,1,0,0,1,0,0,0,2,26.7,84,0,4.6,6,1.72,2,2,2,2,5,4,4,4,0
,16:00~17:00,0,1,0,0,1,0,0,0,2,28.7,79,0,3.6,7,2.97,2,2,2,2,5,4,4,4,0
,17:00~18:00,0,1,0,0,1,0,0,0,2,29.4,78,0,3.1,7,2.21,2,2,2,2,5,4,4,4,0
,18:00~19:00,0,1,0,0,0,0,0,0,2,28.6,81,0,3.7,8,2.71,3,3,3,3,5,4,4,4,0
,19:00~20:00,0,1,0,0,0,0,0,0,2,27.8,83,0,1.8,7,1.95,2,2,2,2,5,4,4,4,0
,20:00~21:00,0,1,0,0,0,0,0,0,2,26.8,85,0,2,8,0.69,2,2,2,2,4,4,4,4,0
,21:00~22:00,0,1,0,0,0,0,0,0,2,26.2,87,0,1.5,8,0.64,2,2,2,2,4,3,3,3,0
,22:00~23:00,0,1,0,0,0,0,0,0,2,25.5,88,0,0.5,13,0.1,2,2,2,2,2,1,1,1,0
,23:00~0:00,0,1,0,0,0,0,0,0,2,25.5,88,0,2.9,13,0,1,1,1,1,1,1,1,1,0
2022.08.18,0:00~1:00,0,1,0,0,0,0,0,0,2,24.8,87,0,1.1,13,0,1,1,1,1,1,1,1,1,0
,1:00~2:00,0,1,0,0,0,0,0,0,2,24.1,91,0,1,13,0,0,0,0,0,0,0,0,0,0
,2:00~3:00,0,1,0,0,0,0,0,0,2,23.8,96,0,0.2,13,0,0,0,0,0,0,0,0,0,0
,3:00~4:00,0,1,0,0,0,0,0,0,2,23.4,98,0,0,13,0,0,0,0,0,0,0,0,0,0
,4:00~5:00,0,1,0,0,0,0,0,0,2,23.2,99,0,1.5,8,0,0,0,0,0,0,0,0,0,0
,5:00~6:00,0,1,0,0,0,0,0,0,2,23.3,98,0,0.5,0,0.02,1,1,1,1,3,1,3,2,0
,6:00~7:00,0,1,0,0,0,0,0,0,4,23.7,98,0,1.3,3,0.33,2,2,2,2,4,3,4,2,0
,7:00~8:00,0,1,0,0,0,0,0,0,4,25.1,94,0.1,1.6,8,0.49,3,3,4,4,4,3,4,2,0
,8:00~9:00,0,1,0,0,0,0,0,0,4,25.9,91,0.4,0.7,7,0.68,4,4,5,5,4,3,4,2,0
,9:00~10:00,0,1,0,0,0,0,0,0,4,26.8,83,0.4,1.8,4,1.2,3,3,4,4,4,3,4,2,0
,10:00~11:00,0,1,0,0,0,0,0,0,4,27.1,80,0.1,0.9,8,1.72,2,2,3,3,4,2,2,2,1
,11:00~12:00,0,1,0,0,0,0,0,0,4,28.7,76,0,2.2,7,2.97,2,2,2,2,3,2,2,2,1
,12:00~13:00,0,1,0,0,1,0,0,0,2,30.6,72,0,3.1,6,3.22,2,2,2,2,3,2,2,2,1
,13:00~14:00,0,1,0,0,1,0,0,0,2,30.8,67,0,4.5,6,2.94,2,2,2,2,4,3,3,3,0
,14:00~15:00,0,1,0,0,1,0,0,0,2,30.3,68,0,3,6,2.74,2,2,2,2,4,3,3,3,0
,15:00~16:00,0,1,0,0,0,0,0,0,1,31.6,65,0,3.3,8,2.61,2,2,2,2,4,3,3,3,0
,16:00~17:00,0,1,0,0,0,0,0,0,1,31.5,60,0,3.9,7,1.64,2,2,2,2,4,3,3,3,0
,17:00~18:00,0,1,0,0,0,0,0,0,1,30.1,65,0,2.8,8,0.76,2,2,2,2,4,3,3,3,0
,18:00~19:00,0,1,0,0,0,0,0,0,1,30.4,65,0,2.7,9,0.53,3,3,3,3,4,3,3,3,0
,19:00~20:00,0,1,0,0,0,0,0,0,1,29.5,68,0,2.4,8,0.1,2,2,2,2,4,3,3,3,0
,20:00~21:00,0,1,0,0,0,0,0,0,1,28.1,73,0,2.4,7,0,2,2,2,2,4,3,3,3,0
,21:00~22:00,0,1,0,0,0,0,0,0,1,27.2,77,0,2.3,7,0,2,2,2,2,4,2,3,2,0
,22:00~23:00,0,1,0,0,0,0,0,0,1,27.3,76,0,2.9,8,0,2,2,2,2,2,1,1,1,0
,23:00~0:00,0,1,0,0,0,0,0,0,1,27.7,76,0,2.6,8,0,1,1,1,1,1,1,1,1,0
2022.08.19,0:00~1:00,0,1,0,0,0,0,0,0,1,27.6,77,0,3.3,8,0,1,1,1,1,1,1,1,1,0
,1:00~2:00,0,1,0,0,0,0,0,0,1,27.3,77,0,2.1,8,0,0,0,0,0,0,0,0,0,0
,2:00~3:00,0,1,0,0,0,0,0,0,1,27.1,75,0,3.4,9,0,0,0,0,0,0,0,0,0,0
,3:00~4:00,0,1,0,0,0,0,0,0,1,27.4,74,0,2.8,8,0,0,0,0,0,0,0,0,0,0
,4:00~5:00,0,1,0,0,0,0,0,0,1,27,76,0,2.5,9,0,0,0,0,0,0,0,0,0,0
,5:00~6:00,0,1,0,0,0,0,0,0,1,27.3,74,0,2.1,8,0,1,1,1,1,3,1,3,2,0
,6:00~7:00,0,1,0,0,0,0,0,0,1,27,75,0,3.3,9,0.12,2,2,2,2,4,3,4,2,0
,7:00~8:00,0,1,0,0,0,0,0,0,1,26.7,81,0,3.1,10,0.59,3,3,4,4,5,3,4,2,0
,8:00~9:00,0,1,0,0,0,0,0,0,1,27.4,82,0,2.7,9,0.89,4,4,5,5,5,3,4,2,0
,9:00~10:00,0,1,0,0,1,0,0,0,1,28.3,81,0,4.3,9,0.72,3,3,4,4,4,3,4,2,0
,10:00~11:00,0,1,0,0,1,0,0,0,1,28.4,81,0,5,8,1.08,2,2,3,3,4,2,2,2,0
,11:00~12:00,0,1,0,0,1,0,0,0,1,29.1,77,0,3.8,9,2.07,2,2,2,2,3,2,2,2,0
,12:00~13:00,0,1,0,0,1,0,0,0,1,30.1,71,0,4.3,9,1.14,2,2,2,2,3,2,2,2,0
,13:00~14:00,0,1,0,0,1,0,0,0,1,28.7,79,0,3.5,8,1.42,2,2,2,2,4,3,3,3,0
,14:00~15:00,0,1,0,0,1,0,0,0,1,28.6,82,0,4.5,8,1.08,2,2,2,2,4,3,3,3,0
,15:00~16:00,0,1,0,0,1,0,0,0,1,28.2,81,0,2.6,8,0.6,2,2,2,2,4,3,3,3,0
,16:00~17:00,0,1,0,0,1,0,0,0,1,27.4,90,0,3.2,8,0.32,2,2,2,2,4,3,3,3,0
,17:00~18:00,0,1,0,0,1,0,0,0,1,27,92,0,3.5,8,0.17,2,2,2,2,4,3,3,3,0
,18:00~19:00,0,1,0,0,0,1,0,0,1,26.4,90,0,2.8,10,0.2,3,3,3,3,5,3,4,3,0
,19:00~20:00,0,1,0,0,0,1,0,0,1,26.6,88,0,2.2,9,0.05,2,2,2,2,5,3,4,3,0
,20:00~21:00,0,1,0,0,0,1,0,0,1,26.5,88,0,1.8,8,0,2,2,2,2,4,3,3,3,0
,21:00~22:00,0,1,0,0,0,0,0,0,1,26,91,0,2,9,0,2,2,2,2,4,2,3,2,0
,22:00~23:00,0,1,0,0,0,0,0,0,1,26.6,87,0,1.4,9,0,2,2,2,2,2,2,2,2,0
,23:00~0:00,0,1,0,0,0,0,0,0,1,26.6,86,0,1.7,10,0,1,1,1,1,1,1,1,1,0
2022.08.20,0:00~1:00,0,1,0,0,0,0,0,0,1,26.4,89,0,1.7,13,0,1,1,1,1,1,1,1,1,0
,1:00~2:00,0,1,0,0,0,0,0,0,1,26,90,0,1.4,14,0,0,0,0,0,0,0,0,0,0
,2:00~3:00,0,1,0,0,0,0,0,0,1,26.1,90,0,2,14,0,0,0,0,0,0,0,0,0,0
,3:00~4:00,0,1,0,0,0,0,0,0,1,26.4,89,0,1.9,0,0,0,0,0,0,0,0,0,0,0
,4:00~5:00,0,1,0,0,0,0,0,0,1,26.4,88,0,0.5,13,0,0,0,0,0,0,0,0,0,0
,5:00~6:00,0,1,0,0,0,0,0,0,1,25.6,92,0,1.1,9,0.01,1,1,1,1,3,1,3,2,0
,6:00~7:00,0,1,0,0,0,0,0,0,1,24.9,97,0,1.9,13,0.16,2,2,2,2,4,3,4,2,0
,7:00~8:00,0,1,0,0,0,0,0,0,1,25.9,92,0,1.4,11,0.76,3,3,4,4,5,3,4,2,0
,8:00~9:00,0,1,0,0,0,0,0,0,1,27.7,84,0,2.6,12,1.45,4,4,5,5,5,3,4,2,0
,9:00~10:00,0,1,0,0,0,0,0,0,2,29.4,73,0,5.5,14,1.85,3,3,4,4,4,3,4,2,0
,10:00~11:00,0,1,0,0,0,0,0,0,2,31.1,56,0,5.9,14,2.11,2,2,3,3,4,2,2,2,0
,11:00~12:00,0,1,0,0,0,0,0,0,2,31.6,52,0,4.9,14,2.47,2,2,2,2,3,2,2,2,0
,12:00~13:00,0,1,0,0,0,0,0,0,2,33,47,0,7.1,14,3,2,2,2,2,3,2,2,2,0
,13:00~14:00,0,1,0,0,0,0,0,0,2,32.9,44,0,6.4,14,2.41,2,2,2,2,3,2,2,2,0
,14:00~15:00,0,1,0,0,0,1,0,0,2,33,46,0,3.6,15,2.72,2,2,2,2,3,2,2,2,0
,15:00~16:00,0,1,0,0,0,1,0,0,4,33.5,44,0,5.3,14,1.67,2,2,2,2,3,2,2,2,0
,16:00~17:00,0,1,0,0,0,1,0,0,4,33.9,45,0.1,4.6,14,1.09,2,2,2,2,3,2,2,2,0
,17:00~18:00,0,1,0,0,0,1,0,0,4,33.6,42,0.4,2.9,14,0.45,2,2,2,2,4,3,3,3,0
,18:00~19:00,0,1,0,0,0,0,0,0,4,32.2,44,0.9,2.5,0,0.12,3,3,3,3,5,3,4,3,0
,19:00~20:00,0,1,0,0,0,0,0,0,4,32.1,42,1.6,1.5,1,0,2,2,2,2,5,3,4,3,0
,20:00~21:00,0,1,0,0,0,0,0,0,4,31.8,43,0.9,3.3,6,0,2,2,2,2,4,3,3,3,0
,21:00~22:00,0,1,0,0,0,0,0,0,4,29.6,60,0.4,4.1,6,0,2,2,2,2,4,2,3,2,0
,22:00~23:00,0,1,0,0,0,0,0,0,4,29,64,0.1,2.2,6,0,2,2,2,2,2,2,2,2,0
,23:00~0:00,0,1,0,0,0,0,0,0,4,28.5,66,0,1.8,7,0,1,1,1,1,1,1,1,1,0
2022.08.21,0:00~1:00,0,1,0,0,0,0,0,0,2,26.9,76,0,3.2,7,0,1,1,1,1,1,1,1,1,0
,1:00~2:00,0,1,0,0,0,0,0,0,2,27.3,72,0,1.6,8,0,0,0,0,0,0,0,0,0,0
,2:00~3:00,0,1,0,0,0,0,0,0,2,26.4,75,0,2.2,7,0,0,0,0,0,0,0,0,0,0
,3:00~4:00,0,1,0,0,0,0,0,0,2,26.6,74,0,2.4,13,0,0,0,0,0,0,0,0,0,0
,4:00~5:00,0,1,0,0,0,0,0,0,2,26.3,72,0,1.1,14,0,0,0,0,0,0,0,0,0,0
,5:00~6:00,0,1,0,0,0,0,0,0,2,25.3,75,0,1.1,8,0.01,1,1,1,1,3,1,3,2,0
,6:00~7:00,0,1,0,0,0,0,0,0,2,25.2,79,0,1.6,14,0.14,2,2,2,2,4,3,4,2,0
,7:00~8:00,0,1,0,0,0,0,0,0,2,26.3,76,0,1.7,12,0.59,3,3,4,4,5,3,4,2,0
,8:00~9:00,0,1,0,0,0,0,0,0,2,27.3,77,0,1,11,1.32,4,4,5,5,5,3,4,2,0
,9:00~10:00,0,1,0,0,0,0,0,0,4,28.4,68,0,3.1,6,1.91,3,3,4,4,4,3,4,2,0
,10:00~11:00,0,1,0,0,0,0,0,0,4,29.9,63,0.1,5.6,6,2.42,2,2,3,3,4,2,2,2,0
,11:00~12:00,0,1,0,0,0,0,0,0,4,30.7,62,0,4.7,7,2.72,2,2,2,2,3,2,2,2,0
,12:00~13:00,0,1,0,0,1,0,0,0,2,30.8,59,0,4.1,8,2.8,2,2,2,2,3,2,2,2,0
,13:00~14:00,0,1,0,0,1,0,0,0,2,31.7,61,0,5.4,7,2.4,2,2,2,2,3,2,2,2,0
,14:00~15:00,0,1,0,0,1,1,0,0,2,31.7,62,0,5.5,7,2.96,2,2,2,2,3,2,2,2,0
,15:00~16:00,0,1,0,0,1,1,0,0,2,31.5,60,0,6.5,7,2,2,2,2,2,3,2,2,2,0
,16:00~17:00,0,1,0,0,1,1,0,0,2,30.3,67,0,4,7,0.67,2,2,2,2,3,2,2,2,0
,17:00~18:00,0,1,0,0,1,1,0,0,2,29.4,71,0,6.9,8,0.27,2,2,2,2,4,3,3,3,0
,18:00~19:00,0,1,0,0,0,0,0,0,2,28.8,74,0,5,7,0.09,3,3,3,3,5,3,4,3,0
,19:00~20:00,0,1,0,0,0,0,0,0,2,26.7,87,0,5.4,7,0.02,2,2,2,2,5,3,4,3,0
,20:00~21:00,0,1,0,0,0,0,0,0,2,26.9,85,0,3.7,7,0,2,2,2,2,4,3,3,3,0
,21:00~22:00,0,1,0,0,0,0,0,0,2,27,86,0,5.4,7,0,2,2,2,2,4,2,3,2,0
,22:00~23:00,0,1,0,0,0,0,0,0,2,27,87,0,4.6,8,0,2,2,2,2,2,2,2,2,0
,23:00~0:00,0,1,0,0,0,0,0,0,2,26.9,88,0,5.7,8,0,1,1,1,1,1,1,1,1,0
2022.08.22,0:00~1:00,1,0,0,0,0,0,0,0,4,26.9,87,0,3.6,7,0,1,1,1,1,1,1,1,1,0
,1:00~2:00,1,0,0,0,0,0,0,0,4,26.9,89,0.1,4.7,7,0,0,0,0,0,0,0,0,0,0
,2:00~3:00,1,0,0,0,0,0,0,0,4,26.8,90,0.4,4.1,7,0,0,0,0,0,0,0,0,0,0
,3:00~4:00,1,0,0,0,0,0,0,0,4,26.5,90,0.9,4.3,7,0,0,0,0,0,0,0,0,0,0
,4:00~5:00,1,0,0,0,0,0,0,0,4,26.3,90,1.6,4.4,7,0,0,0,0,0,0,0,0,0,0
,5:00~6:00,1,0,0,0,0,0,0,0,4,26.3,90,2.5,5.4,7,0.01,1,1,1,1,3,1,3,2,0
,6:00~7:00,1,0,0,0,0,0,0,0,4,26.4,87,2.6,4.8,7,0.26,2,2,2,2,4,3,4,2,0
,7:00~8:00,1,0,1,0,0,0,0,0,4,26.8,86,0.9,5,8,0.66,3,3,4,4,5,3,4,2,0
,8:00~9:00,1,0,1,0,0,0,0,0,4,27.9,83,0.3,4.2,8,1.16,4,4,5,5,5,3,4,2,0
,9:00~10:00,1,0,0,0,1,0,0,0,2,29.5,77,0,5,6,0.46,3,3,4,4,4,3,4,2,0
,10:00~11:00,1,0,0,0,1,0,0,0,2,27.6,84,0,5.4,7,0.13,2,2,3,3,4,2,2,2,0
,11:00~12:00,1,0,0,0,1,0,0,0,2,26.3,97,0,4.7,8,0.7,2,2,2,2,3,2,2,2,0
,12:00~13:00,1,0,0,0,1,0,0,0,2,28.7,96,0,3.1,7,1.71,2,2,2,2,3,2,2,2,0
,13:00~14:00,1,0,0,0,1,0,0,0,2,29.7,84,0,4,8,2.63,2,2,2,2,3,2,2,2,0
,14:00~15:00,1,0,0,0,1,0,0,0,2,31.3,74,0,4.4,7,3.04,2,2,2,2,3,2,2,2,0
,15:00~16:00,1,0,0,0,1,0,0,0,2,32.5,71,0,4.1,7,2.46,2,2,2,2,3,2,2,2,0
,16:00~17:00,1,0,0,0,1,0,0,0,2,31.7,66,0,5.3,7,2.04,2,2,2,2,3,2,2,2,0
,17:00~18:00,1,0,0,0,1,0,1,0,2,31.8,69,0,4.6,7,1.35,2,2,2,2,4,3,3,3,0
,18:00~19:00,1,0,1,0,0,0,1,0,2,30.5,70,0,4.2,7,0.65,3,3,3,3,5,3,4,3,0
,19:00~20:00,1,0,1,0,0,0,1,0,2,29.3,74,0,2.3,7,0.12,2,2,2,2,5,3,4,3,0
,20:00~21:00,1,0,0,0,0,0,0,0,2,28.3,75,0,4,7,0,2,2,2,2,4,3,3,3,0
,21:00~22:00,1,0,0,0,0,0,0,0,2,27.5,80,0,4.1,7,0,2,2,2,2,4,2,3,2,0
,22:00~23:00,1,0,0,0,0,0,0,0,2,27.3,81,0,3.9,8,0,2,2,2,2,2,2,2,2,0
,23:00~0:00,1,0,0,0,0,0,0,0,2,27.5,78,0,4.7,8,0,1,1,1,1,1,1,1,1,0
2022.08.23,0:00~1:00,1,0,0,0,0,0,0,0,1,27.2,78,0,2.7,8,0,1,1,1,1,1,1,1,1,0
,1:00~2:00,1,0,0,0,0,0,0,0,1,26.5,80,0,3.3,8,0,0,0,0,0,0,0,0,0,0
,2:00~3:00,1,0,0,0,0,0,0,0,1,26.5,81,0,3.5,9,0,0,0,0,0,0,0,0,0,0
,3:00~4:00,1,0,0,0,0,0,0,0,1,26.4,81,0,2.6,8,0,0,0,0,0,0,0,0,0,0
,4:00~5:00,1,0,0,0,0,0,0,0,1,26.3,81,0,1.1,10,0,0,0,0,0,0,0,0,0,0
,5:00~6:00,1,0,0,0,0,0,0,0,1,25.5,85,0,1.2,9,0.01,1,1,1,1,3,1,3,2,0
,6:00~7:00,1,0,0,0,0,0,0,0,2,25.1,89,0,0.9,12,0.2,2,2,2,2,4,3,4,2,0
,7:00~8:00,1,0,1,0,0,0,0,0,2,26.3,89,0,1.5,15,0.25,3,3,4,4,4,3,4,2,0
,8:00~9:00,1,0,1,0,0,0,0,0,2,26.8,87,0,1.6,11,0.88,4,4,5,5,4,3,4,2,0
,9:00~10:00,1,0,0,0,1,0,0,0,2,27.8,82,0,1.1,12,1.7,3,3,4,4,4,3,4,2,0
,10:00~11:00,1,0,0,0,1,0,0,0,2,29.5,76,0,0.9,8,1.63,2,2,3,3,4,2,2,2,0
,11:00~12:00,1,0,0,0,1,0,0,0,2,30,68,0,2.2,6,2.8,2,2,2,2,3,2,2,2,0
,12:00~13:00,1,0,0,0,1,0,0,0,2,33.6,67,0,3.9,8,3.08,2,2,2,2,3,2,2,2,0
,13:00~14:00,1,0,0,0,1,0,0,0,2,32.4,66,0,5.1,7,3.32,2,2,2,2,3,2,2,2,0
,14:00~15:00,1,0,0,0,1,0,0,0,2,31.7,59,0,4.7,6,3.06,2,2,2,2,3,2,2,2,0
,15:00~16:00,1,0,0,0,1,0,0,0,2,32.2,56,0,4.5,7,2.6,2,2,2,2,3,2,2,2,0
,16:00~17:00,1,0,0,0,1,0,0,0,2,32.6,57,0,4,7,1.84,2,2,2,2,3,2,2,2,0
,17:00~18:00,1,0,0,0,1,0,0,0,2,31.6,58,0,3.5,8,1.05,2,2,2,2,4,3,3,3,0
,18:00~19:00,1,0,1,0,0,1,0,0,1,30.7,62,0,2.7,8,0.52,3,3,3,3,5,3,4,3,0
,19:00~20:00,1,0,1,0,0,1,0,0,1,30.1,59,0,3.2,8,0.08,2,2,2,2,5,3,4,3,0
,20:00~21:00,1,0,0,0,0,1,0,0,1,28.6,66,0,2.7,7,0,2,2,2,2,4,3,3,3,0
,21:00~22:00,1,0,0,0,0,0,0,0,1,28,71,0,1.9,7,0,2,2,2,2,3,2,3,2,0
,22:00~23:00,1,0,0,0,0,0,0,0,1,27.5,77,0,2.9,7,0,2,2,2,2,2,2,2,2,0
,23:00~0:00,1,0,0,0,0,0,0,0,1,27.1,80,0,1.9,7,0,1,1,1,1,1,1,1,1,0
2022.08.24,0:00~1:00,1,0,0,0,0,0,0,0,2,26.5,82,0,2.2,7,0,1,1,1,1,1,1,1,1,0
,1:00~2:00,1,0,0,0,0,0,0,0,2,25.7,86,0,1.3,6,0,0,0,0,0,0,0,0,0,0
,2:00~3:00,1,0,0,0,0,0,0,0,2,25.7,86,0,1.4,7,0,0,0,0,0,0,0,0,0,0
,3:00~4:00,1,0,0,0,0,0,0,0,1,25.4,88,0,0.5,9,0,0,0,0,0,0,0,0,0,0
,4:00~5:00,1,0,0,0,0,0,0,0,1,25.1,89,0,2.1,15,0,0,0,0,0,0,0,0,0,0
,5:00~6:00,1,0,0,0,0,0,0,0,1,26.6,92,0,2.1,14,0.01,1,1,1,1,3,1,3,2,0
,6:00~7:00,1,0,0,0,0,0,0,0,2,25.6,85,0,2.2,15,0.22,2,2,2,2,4,3,4,2,0
,7:00~8:00,1,0,1,0,0,0,0,0,2,25.9,84,0,1.3,1,0.73,3,3,4,4,4,3,4,2,0
,8:00~9:00,1,0,1,0,0,0,0,0,2,27.2,83,0,1.1,9,0.98,4,4,5,5,4,3,4,2,0
,9:00~10:00,1,0,0,0,1,0,0,0,2,27.1,77,0,1.4,11,2.13,3,3,4,4,4,3,4,2,0
,10:00~11:00,1,0,0,0,1,0,0,0,2,29.1,69,0,3,6,1.84,2,2,3,3,4,2,2,2,0
,11:00~12:00,1,0,0,0,1,0,0,0,2,29.7,66,0,3.8,7,2.52,2,2,2,2,3,2,2,2,0
,12:00~13:00,1,0,0,0,1,0,0,0,2,30.9,62,0,6,6,3.49,2,2,2,2,3,2,2,2,0
,13:00~14:00,1,0,0,0,1,0,0,0,2,32.2,58,0,6,6,3.18,2,2,2,2,3,2,2,2,0
,14:00~15:00,1,0,0,0,1,0,0,0,2,31.7,57,0,6.2,7,2.6,2,2,2,2,3,2,2,2,0
,15:00~16:00,1,0,0,0,1,0,0,0,2,31.8,63,0,4.9,7,2.56,2,2,2,2,3,2,2,2,0
,16:00~17:00,1,0,0,0,1,0,0,0,2,31,65,0,3.9,8,1.8,2,2,2,2,3,2,2,2,0
,17:00~18:00,1,0,0,0,1,0,0,0,2,31.1,59,0,4.2,8,1.3,2,2,2,2,4,3,3,3,0
,18:00~19:00,1,0,1,0,0,1,0,0,4,30.1,64,0,3.8,8,0.54,3,3,3,3,5,3,4,3,0
,19:00~20:00,1,0,1,0,0,1,0,0,4,28.9,69,0.1,3.2,7,0.08,2,2,2,2,5,3,4,3,0
,20:00~21:00,1,0,0,0,0,1,0,0,4,27.8,76,0,2.7,7,0,2,2,2,2,4,3,3,3,0
,21:00~22:00,1,0,0,0,0,0,0,0,2,27.3,78,0,4.2,7,0,2,2,2,2,3,2,3,2,0
,22:00~23:00,1,0,0,0,0,0,0,0,2,27.4,72,0,3.9,8,0,2,2,2,2,2,2,2,2,0
,23:00~0:00,1,0,0,0,0,0,0,0,2,27,75,0,4.2,8,0,1,1,1,1,1,1,1,1,0
2022.08.25,0:00~1:00,1,0,0,0,0,0,0,0,2,27,73,0,3.5,9,0,1,1,1,1,1,1,1,1,0
,1:00~2:00,1,0,0,0,0,0,0,0,2,27,73,0,4.1,8,0,0,0,0,0,0,0,0,0,0
,2:00~3:00,1,0,0,0,0,0,0,0,2,26.8,74,0,4.3,8,0,0,0,0,0,0,0,0,0,0
,3:00~4:00,1,0,0,0,0,0,0,0,2,26.2,76,0,4.1,8,0,0,0,0,0,0,0,0,0,0
,4:00~5:00,1,0,0,0,0,0,0,0,2,25.8,78,0,3.8,8,0,0,0,0,0,0,0,0,0,0
,5:00~6:00,1,0,0,0,0,0,0,0,2,26.1,77,0,2.9,9,0.01,1,1,1,1,3,1,3,2,0
,6:00~7:00,1,0,0,0,0,0,0,0,2,25.8,79,0,3.5,8,0.34,2,2,2,2,4,3,4,2,0
,7:00~8:00,1,0,1,0,0,0,0,0,2,26.5,78,0,3.1,9,0.98,3,3,4,4,5,3,4,2,0
