,,,,,,,,,,,,,,,,,,Mita-Line,,Oedo-Line,
,17:00~18:00,N,Y,N,N,N,N,N,N,sunny,30.1,65,0,2.8,south,0.76,,4,3,3,3
,18:00~19:00,N,Y,N,N,N,N,N,N,sunny,30.4,65,0,2.7,south-southwest,0.53,,4,3,3,3
,19:00~20:00,N,Y,N,N,N,N,N,N,sunny,29.5,68,0,2.4,south,0.1,,4,3,3,3
,20:00~21:00,N,Y,N,N,N,N,N,N,sunny,28.1,73,0,2.4,south-southeast,0,,4,3,3,3
,21:00~22:00,N,Y,N,N,N,N,N,N,sunny,27.2,77,0,2.3,south-southeast,0,,4,2,3,2
,22:00~23:00,N,Y,N,N,N,N,N,N,sunny,27.3,76,0,2.9,south,0,,2,1,1,1
,23:00~0:00,N,Y,N,N,N,N,N,N,sunny,27.7,76,0,2.6,south,0,,1,1,1,1
2022.08.19,0:00~1:00,N,Y,N,N,N,N,N,N,sunny,27.6,77,0,3.3,south,0,,1,1,1,1
,1:00~2:00,N,Y,N,N,N,N,N,N,sunny,27.3,77,0,2.1,south,0,,0,0,0,0
,2:00~3:00,N,Y,N,N,N,N,N,N,sunny,27.1,75,0,3.4,south-southwest,0,,0,0,0,0
,3:00~4:00,N,Y,N,N,N,N,N,N,sunny,27.4,74,0,2.8,south,0,,0,0,0,0
,4:00~5:00,N,Y,N,N,N,N,N,N,sunny,27,76,0,2.5,south-southwest,0,,0,0,0,0
,5:00~6:00,N,Y,N,N,N,N,N,N,sunny,27.3,74,0,2.1,south,0,,3,1,3,2
,6:00~7:00,N,Y,N,N,N,N,N,N,sunny,27,75,0,3.3,south-southwest,0.12,,4,3,4,2
,7:00~8:00,N,Y,N,N,N,N,N,N,sunny,26.7,81,0,3.1,southwest,0.59,,5,3,4,2
,8:00~9:00,N,Y,N,N,N,N,N,N,sunny,27.4,82,0,2.7,south-southwest,0.89,,5,3,4,2
,9:00~10:00,N,Y,N,N,Y,N,N,N,sunny,28.3,81,0,4.3,south-southwest,0.72,,4,3,4,2
,10:00~11:00,N,Y,N,N,Y,N,N,N,sunny,28.4,81,0,5,south,1.08,,4,2,2,2
,11:00~12:00,N,Y,N,N,Y,N,N,N,sunny,29.1,77,0,3.8,south-southwest,2.07,,3,2,2,2
,12:00~13:00,N,Y,N,N,Y,N,N,N,sunny,30.1,71,0,4.3,south-southwest,1.14,,3,2,2,2
,13:00~14:00,N,Y,N,N,Y,N,N,N,sunny,28.7,79,0,3.5,south,1.42,,4,3,3,3
,14:00~15:00,N,Y,N,N,Y,N,N,N,sunny,28.6,82,0,4.5,south,1.08,,4,3,3,3
,15:00~16:00,N,Y,N,N,Y,N,N,N,sunny,28.2,81,0,2.6,south,0.6,,4,3,3,3
,16:00~17:00,N,Y,N,N,Y,N,N,N,sunny,27.4,90,0,3.2,south,0.32,,4,3,3,3
,17:00~18:00,N,Y,N,N,Y,N,N,N,sunny,27,92,0,3.5,south,0.17,,4,3,3,3
,18:00~19:00,N,Y,N,N,N,Y,N,N,sunny,26.4,90,0,2.8,southwest,0.2,,5,3,4,3
,19:00~20:00,N,Y,N,N,N,Y,N,N,sunny,26.6,88,0,2.2,south-southwest,0.05,,5,3,4,3
,20:00~21:00,N,Y,N,N,N,Y,N,N,sunny,26.5,88,0,1.8,south,0,,4,3,3,3
,21:00~22:00,N,Y,N,N,N,N,N,N,sunny,26,91,0,2,south-southwest,0,,4,2,3,2
,22:00~23:00,N,Y,N,N,N,N,N,N,sunny,26.6,87,0,1.4,south-southwest,0,,2,2,2,2
,23:00~0:00,N,Y,N,N,N,N,N,N,sunny,26.6,86,0,1.7,southwest,0,,1,1,1,1
2022.08.20,0:00~1:00,N,Y,N,N,N,N,N,N,sunny,26.4,89,0,1.7,west-northwest,0,,1,1,1,1
,1:00~2:00,N,Y,N,N,N,N,N,N,sunny,26,90,0,1.4,northwest,0,,0,0,0,0
,2:00~3:00,N,Y,N,N,N,N,N,N,sunny,26.1,90,0,2,northwest,0,,0,0,0,0
,3:00~4:00,N,Y,N,N,N,N,N,N,sunny,26.4,89,0,1.9,north,0,,0,0,0,0
,4:00~5:00,N,Y,N,N,N,N,N,N,sunny,26.4,88,0,0.5,west-northwest,0,,0,0,0,0
,5:00~6:00,N,Y,N,N,N,N,N,N,sunny,25.6,92,0,1.1,south-southwest,0.01,,3,1,3,2
,6:00~7:00,N,Y,N,N,N,N,N,N,sunny,24.9,97,0,1.9,west-northwest,0.16,,4,3,4,2
,7:00~8:00,N,Y,N,N,N,N,N,N,sunny,25.9,92,0,1.4,west-southwest,0.76,,5,3,4,2
,8:00~9:00,N,Y,N,N,N,N,N,N,sunny,27.7,84,0,2.6,west,1.45,,5,3,4,2
,9:00~10:00,N,Y,N,N,Y,N,N,N,cloudy,29.4,73,0,5.5,northwest,1.85,,4,3,4,2
,10:00~11:00,N,Y,N,N,Y,N,N,N,cloudy,31.1,56,0,5.9,northwest,2.11,,4,2,2,2
,11:00~12:00,N,Y,N,N,Y,N,N,N,cloudy,31.6,52,0,4.9,northwest,2.47,,3,2,2,2
,12:00~13:00,N,Y,N,N,Y,N,N,N,cloudy,33,47,0,7.1,northwest,3,,3,2,2,2
,13:00~14:00,N,Y,N,N,Y,N,N,N,cloudy,32.9,44,0,6.4,northwest,2.41,,3,2,2,2
,14:00~15:00,N,Y,N,N,Y,Y,N,N,cloudy,33,46,0,3.6,north-northwest,2.72,,3,2,2,2
,15:00~16:00,N,Y,N,N,N,Y,N,N,rainy,33.5,44,0,5.3,northwest,1.67,,3,2,2,2
,16:00~17:00,N,Y,N,N,N,Y,N,N,rainy,33.9,45,0.1,4.6,northwest,1.09,,3,2,2,2
,17:00~18:00,N,Y,N,N,N,Y,N,N,rainy,33.6,42,0.4,2.9,northwest,0.45,,4,3,3,3
,18:00~19:00,N,Y,N,N,N,N,N,N,rainy,32.2,44,0.9,2.5,north,0.12,,5,3,4,3
,19:00~20:00,N,Y,N,N,N,N,N,N,rainy,32.1,42,1.6,1.5,north-northeast,0,,5,3,4,3
,20:00~21:00,N,Y,N,N,N,N,N,N,rainy,31.8,43,0.9,3.3,southeast,0,,4,3,3,3
,21:00~22:00,N,Y,N,N,N,N,N,N,rainy,29.6,60,0.4,4.1,southeast,0,,4,2,3,2
,22:00~23:00,N,Y,N,N,N,N,N,N,rainy,29,64,0.1,2.2,southeast,0,,2,2,2,2
,23:00~0:00,N,Y,N,N,N,N,N,N,rainy,28.5,66,0,1.8,south-southeast,0,,1,1,1,1
2022.08.21,0:00~1:00,N,Y,N,N,N,N,N,N,cloudy,26.9,76,0,3.2,south-southeast,0,,1,1,1,1
,1:00~2:00,N,Y,N,N,N,N,N,N,cloudy,27.3,72,0,1.6,south,0,,0,0,0,0
,2:00~3:00,N,Y,N,N,N,N,N,N,cloudy,26.4,75,0,2.2,south-southeast,0,,0,0,0,0
,3:00~4:00,N,Y,N,N,N,N,N,N,cloudy,26.6,74,0,2.4,west-northwest,0,,0,0,0,0
,4:00~5:00,N,Y,N,N,N,N,N,N,cloudy,26.3,72,0,1.1,northwest,0,,0,0,0,0
,5:00~6:00,N,Y,N,N,N,N,N,N,cloudy,25.3,75,0,1.1,south,0.01,,3,1,3,2
,6:00~7:00,N,Y,N,N,N,N,N,N,cloudy,25.2,79,0,1.6,northwest,0.14,,4,3,4,2
,7:00~8:00,N,Y,N,N,N,N,N,N,cloudy,26.3,76,0,1.7,west,0.59,,5,3,4,2
,8:00~9:00,N,Y,N,N,N,N,N,N,cloudy,27.3,77,0,1,west-southwest,1.32,,5,3,4,2
,9:00~10:00,N,Y,N,N,N,N,N,N,rainy,28.4,68,0,3.1,southeast,1.91,,4,3,4,2
,10:00~11:00,N,Y,N,N,N,N,N,N,rainy,29.9,63,0.1,5.6,southeast,2.42,,4,2,2,2
,11:00~12:00,N,Y,N,N,N,N,N,N,rainy,30.7,62,0,4.7,south-southeast,2.72,,3,2,2,2
,12:00~13:00,N,Y,N,N,Y,N,N,N,cloudy,30.8,59,0,4.1,south,2.8,,3,2,2,2
,13:00~14:00,N,Y,N,N,Y,N,N,N,cloudy,31.7,61,0,5.4,south-southeast,2.4,,3,2,2,2
,14:00~15:00,N,Y,N,N,Y,Y,N,N,cloudy,31.7,62,0,5.5,south-southeast,2.96,,3,2,2,2
,15:00~16:00,N,Y,N,N,Y,Y,N,N,cloudy,31.5,60,0,6.5,south-southeast,2,,3,2,2,2
,16:00~17:00,N,Y,N,N,Y,Y,N,N,cloudy,30.3,67,0,4,south-southeast,0.67,,3,2,2,2
,17:00~18:00,N,Y,N,N,Y,Y,N,N,cloudy,29.4,71,0,6.9,south,0.27,,4,3,3,3
,18:00~19:00,N,Y,N,N,N,N,N,N,cloudy,28.8,74,0,5,south-southeast,0.09,,5,3,4,3
,19:00~20:00,N,Y,N,N,N,N,N,N,cloudy,26.7,87,0,5.4,south-southeast,0.02,,5,3,4,3
,20:00~21:00,N,Y,N,N,N,N,N,N,cloudy,26.9,85,0,3.7,south-southeast,0,,4,3,3,3
,21:00~22:00,N,Y,N,N,N,N,N,N,cloudy,27,86,0,5.4,south-southeast,0,,4,2,3,2
,22:00~23:00,N,Y,N,N,N,N,N,N,cloudy,27,87,0,4.6,south,0,,2,2,2,2
,23:00~0:00,N,Y,N,N,N,N,N,N,cloudy,26.9,88,0,5.7,south,0,,1,1,1,1
2022.08.22,0:00~1:00,Y,N,N,N,N,N,N,N,rainy,26.9,87,0,3.6,south-southeast,0,,1,1,1,1
,1:00~2:00,Y,N,N,N,N,N,N,N,rainy,26.9,89,0.1,4.7,south-southeast,0,,0,0,0,0
,2:00~3:00,Y,N,N,N,N,N,N,N,rainy,26.8,90,0.4,4.1,south-southeast,0,,0,0,0,0
,3:00~4:00,Y,N,N,N,N,N,N,N,rainy,26.5,90,0.9,4.3,south-southeast,0,,0,0,0,0
,4:00~5:00,Y,N,N,N,N,N,N,N,rainy,26.3,90,1.6,4.4,south-southeast,0,,0,0,0,0
,5:00~6:00,Y,N,N,N,N,N,N,N,rainy,26.3,90,2.5,5.4,south-southeast,0.01,,3,1,3,2
,6:00~7:00,Y,N,N,N,N,N,N,N,rainy,26.4,87,2.6,4.8,south-southeast,0.26,,4,3,4,2
,7:00~8:00,Y,N,Y,N,N,N,N,N,rainy,26.8,86,0.9,5,south,0.66,,5,3,4,2
,8:00~9:00,Y,N,Y,N,N,N,N,N,rainy,27.9,83,0.3,4.2,south,1.16,,5,3,4,2
,9:00~10:00,Y,N,N,N,Y,N,N,N,cloudy,29.5,77,0,5,southeast,0.46,,4,3,4,2
,10:00~11:00,Y,N,N,N,Y,N,N,N,cloudy,27.6,84,0,5.4,south-southeast,0.13,,4,2,2,2
,11:00~12:00,Y,N,N,N,Y,N,N,N,cloudy,26.3,97,0,4.7,south,0.7,,3,2,2,2
,12:00~13:00,Y,N,N,N,Y,N,N,N,cloudy,28.7,96,0,3.1,south-southeast,1.71,,3,2,2,2
,13:00~14:00,Y,N,N,N,Y,N,N,N,cloudy,29.7,84,0,4,south,2.63,,3,2,2,2
,14:00~15:00,Y,N,N,N,Y,N,N,N,cloudy,31.3,74,0,4.4,south-southeast,3.04,,3,2,2,2
,15:00~16:00,Y,N,N,N,Y,N,N,N,cloudy,32.5,71,0,4.1,south-southeast,2.46,,3,2,2,2
,16:00~17:00,Y,N,N,N,Y,N,N,N,cloudy,31.7,66,0,5.3,south-southeast,2.04,,3,2,2,2
,17:00~18:00,Y,N,N,N,Y,N,Y,N,cloudy,31.8,69,0,4.6,south-southeast,1.35,,4,3,3,3
,18:00~19:00,Y,N,Y,N,N,N,Y,N,cloudy,30.5,70,0,4.2,south-southeast,0.65,,5,3,4,3
,19:00~20:00,Y,N,Y,N,N,N,Y,N,cloudy,29.3,74,0,2.3,south-southeast,0.12,,5,3,4,3
,20:00~21:00,Y,N,N,N,N,N,N,N,cloudy,28.3,75,0,4,south-southeast,0,,4,3,3,3
,21:00~22:00,Y,N,N,N,N,N,N,N,cloudy,27.5,80,0,4.1,south-southeast,0,,4,2,3,2
,22:00~23:00,Y,N,N,N,N,N,N,N,cloudy,27.3,81,0,3.9,south,0,,2,2,2,2
,23:00~0:00,Y,N,N,N,N,N,N,N,cloudy,27.5,78,0,4.7,south,0,,1,1,1,1
2022.08.23,0:00~1:00,Y,N,N,N,N,N,N,N,sunny,27.2,78,0,2.7,south,0,,1,1,1,1
,1:00~2:00,Y,N,N,N,N,N,N,N,sunny,26.5,80,0,3.3,south,0,,0,0,0,0
,2:00~3:00,Y,N,N,N,N,N,N,N,sunny,26.5,81,0,3.5,south-southwest,0,,0,0,0,0
,3:00~4:00,Y,N,N,N,N,N,N,N,sunny,26.4,81,0,2.6,south,0,,0,0,0,0
,4:00~5:00,Y,N,N,N,N,N,N,N,sunny,26.3,81,0,1.1,southwest,0,,0,0,0,0
,5:00~6:00,Y,N,N,N,N,N,N,N,sunny,25.5,85,0,1.2,south-southwest,0.01,,3,1,3,2
,6:00~7:00,Y,N,N,N,N,N,N,N,cloudy,25.1,89,0,0.9,west,0.2,,4,3,4,2
,7:00~8:00,Y,N,Y,N,N,N,N,N,cloudy,26.3,89,0,1.5,north-northwest,0.25,,4,3,4,2
,8:00~9:00,Y,N,Y,N,N,N,N,N,cloudy,26.8,87,0,1.6,west-southwest,0.88,,4,3,4,2
,9:00~10:00,Y,N,N,N,Y,N,N,N,cloudy,27.8,82,0,1.1,west,1.7,,4,3,4,2
,10:00~11:00,Y,N,N,N,Y,N,N,N,cloudy,29.5,76,0,0.9,south,1.63,,4,2,2,2
,11:00~12:00,Y,N,N,N,Y,N,N,N,cloudy,30,68,0,2.2,southeast,2.8,,3,2,2,2
,12:00~13:00,Y,N,N,N,Y,N,N,N,cloudy,33.6,67,0,3.9,south,3.08,,3,2,2,2
,13:00~14:00,Y,N,N,N,Y,N,N,N,cloudy,32.4,66,0,5.1,south-southeast,3.32,,3,2,2,2
,14:00~15:00,Y,N,N,N,Y,N,N,N,cloudy,31.7,59,0,4.7,southeast,3.06,,3,2,2,2
,15:00~16:00,Y,N,N,N,Y,N,N,N,cloudy,32.2,56,0,4.5,south-southeast,2.6,,3,2,2,2
,16:00~17:00,Y,N,N,N,Y,N,N,N,cloudy,32.6,57,0,4,south-southeast,1.84,,3,2,2,2
,17:00~18:00,Y,N,N,N,Y,N,N,N,cloudy,31.6,58,0,3.5,south,1.05,,4,3,3,3
,18:00~19:00,Y,N,Y,N,N,Y,N,N,sunny,30.7,62,0,2.7,south,0.52,,5,3,4,3
,19:00~20:00,Y,N,Y,N,N,Y,N,N,sunny,30.1,59,0,3.2,south,0.08,,5,3,4,3
,20:00~21:00,Y,N,N,N,N,Y,N,N,sunny,28.6,66,0,2.7,south-southeast,0,,4,3,3,3
,21:00~22:00,Y,N,N,N,N,N,N,N,sunny,28,71,0,1.9,south-southeast,0,,3,2,3,2
,22:00~23:00,Y,N,N,N,N,N,N,N,sunny,27.5,77,0,2.9,south-southeast,0,,2,2,2,2
,23:00~0:00,Y,N,N,N,N,N,N,N,sunny,27.1,80,0,1.9,south-southeast,0,,1,1,1,1
2022.08.24,0:00~1:00,Y,N,N,N,N,N,N,N,cloudy,26.5,82,0,2.2,south-southeast,0,,1,1,1,1
,1:00~2:00,Y,N,N,N,N,N,N,N,cloudy,25.7,86,0,1.3,southeast,0,,0,0,0,0
,2:00~3:00,Y,N,N,N,N,N,N,N,cloudy,25.7,86,0,1.4,south-southeast,0,,0,0,0,0
,3:00~4:00,Y,N,N,N,N,N,N,N,sunny,25.4,88,0,0.5,west-southwest,0,,0,0,0,0
,4:00~5:00,Y,N,N,N,N,N,N,N,sunny,25.1,89,0,2.1,north-northwest,0,,0,0,0,0
,5:00~6:00,Y,N,N,N,N,N,N,N,sunny,26.6,92,0,2.1,northwest,0.01,,3,1,3,2
,6:00~7:00,Y,N,N,N,N,N,N,N,cloudy,25.6,85,0,2.2,north-northwest,0.22,,4,3,4,2
,7:00~8:00,Y,N,Y,N,N,N,N,N,cloudy,25.9,84,0,1.3,nolrth-northeast,0.73,,4,3,4,2
,8:00~9:00,Y,N,Y,N,N,N,N,N,cloudy,27.2,83,0,1.1,south-southwest,0.98,,4,3,4,2
,9:00~10:00,Y,N,N,N,Y,N,N,N,cloudy,27.1,77,0,1.4,west-southwest,2.13,,4,3,4,2
,10:00~11:00,Y,N,N,N,Y,N,N,N,cloudy,29.1,69,0,3,southeast,1.84,,4,2,2,2
,11:00~12:00,Y,N,N,N,Y,N,N,N,cloudy,29.7,66,0,3.8,south-southeast,2.52,,3,2,2,2
,12:00~13:00,Y,N,N,N,Y,N,N,N,cloudy,30.9,62,0,6,southeast,3.49,,3,2,2,2
,13:00~14:00,Y,N,N,N,Y,N,N,N,cloudy,32.2,58,0,6,southeast,3.18,,3,2,2,2
,14:00~15:00,Y,N,N,N,Y,N,N,N,cloudy,31.7,57,0,6.2,south-southeast,2.6,,3,2,2,2
,15:00~16:00,Y,N,N,N,Y,N,N,N,cloudy,31.8,63,0,4.9,south-southeast,2.56,,3,2,2,2
,16:00~17:00,Y,N,N,N,Y,N,N,N,cloudy,31,65,0,3.9,south,1.8,,3,2,2,2
,17:00~18:00,Y,N,N,N,Y,N,N,N,cloudy,31.1,59,0,4.2,south,1.3,,4,3,3,3
,18:00~19:00,Y,N,Y,N,N,Y,N,N,rainy,30.1,64,0,3.8,south,0.54,,5,3,4,3
,19:00~20:00,Y,N,Y,N,N,Y,N,N,rainy,28.9,69,0.1,3.2,south-southeast,0.08,,5,3,4,3
,20:00~21:00,Y,N,N,N,N,Y,N,N,rainy,27.8,76,0,2.7,south-southeast,0,,4,3,3,3
,21:00~22:00,Y,N,N,N,N,N,N,N,cloudy,27.3,78,0,4.2,south-southeast,0,,3,2,3,2
,22:00~23:00,Y,N,N,N,N,N,N,N,cloudy,27.4,72,0,3.9,south,0,,2,2,2,2
,23:00~0:00,Y,N,N,N,N,N,N,N,cloudy,27,75,0,4.2,south,0,,1,1,1,1
2022.08.25,0:00~1:00,Y,N,N,N,N,N,N,N,cloudy,27,73,0,3.5,south-southwest,0,,1,1,1,1
,1:00~2:00,Y,N,N,N,N,N,N,N,cloudy,27,73,0,4.1,south,0,,0,0,0,0
,2:00~3:00,Y,N,N,N,N,N,N,N,cloudy,26.8,74,0,4.3,south,0,,0,0,0,0
,3:00~4:00,Y,N,N,N,N,N,N,N,cloudy,26.2,76,0,4.1,south,0,,0,0,0,0
,4:00~5:00,Y,N,N,N,N,N,N,N,cloudy,25.8,78,0,3.8,south,0,,0,0,0,0
,5:00~6:00,Y,N,N,N,N,N,N,N,cloudy,26.1,77,0,2.9,south-southwest,0.01,,3,1,3,2
,6:00~7:00,Y,N,N,N,N,N,N,N,cloudy,25.8,79,0,3.5,south,0.34,,4,3,4,2
,7:00~8:00,Y,N,Y,N,N,N,N,N,cloudy,26.5,78,0,3.1,south-southwest,0.98,,5,3,5,3
,8:00~9:00,Y,N,Y,N,N,N,N,N,cloudy,28,70,0,3.2,south,1.65,,5,3,5,3
,9:00~10:00,Y,N,N,N,Y,N,N,N,cloudy,30.2,63,0,3.4,south,2.28,,4,3,4,2
,10:00~11:00,Y,N,N,N,Y,N,N,N,cloudy,31.5,53,0,3.6,south-southeast,2.75,,4,2,2,2
,11:00~12:00,Y,N,N,N,Y,N,N,N,cloudy,31.9,56,0,5.2,south-southeast,3.08,,3,2,2,2
,12:00~13:00,Y,N,N,N,Y,N,N,N,cloudy,32.2,61,0,5.5,south-southeast,3.23,,3,2,2,2
,13:00~14:00,Y,N,N,N,Y,N,N,N,cloudy,32.3,66,0,5.7,south-southeast,3.17,,3,2,2,2
,14:00~15:00,Y,N,N,N,Y,N,N,N,cloudy,31.4,68,0,6.1,southeast,1.96,,3,2,2,2
,15:00~16:00,Y,N,N,N,Y,N,N,N,cloudy,32,68,0,5.3,south-southeast,2.42,,3,2,2,2
,16:00~17:00,Y,N,N,N,Y,N,N,N,cloudy,32.5,67,0,6,southeast,2.16,,3,2,2,2
,17:00~18:00,Y,N,N,N,Y,N,N,N,cloudy,32,69,0,3.9,south-southeast,1.3,,4,3,3,3
,18:00~19:00,Y,N,Y,N,N,Y,N,N,cloudy,30.4,75,0,3.6,south-southeast,0.36,,5,3,4,3
,19:00~20:00,Y,N,Y,N,N,Y,N,N,cloudy,29,81,0,3.2,south,0.03,,5,3,4,3
,20:00~21:00,Y,N,N,N,N,Y,N,N,cloudy,28.7,82,0,4.5,south,0,,4,3,3,3
,21:00~22:00,Y,N,N,N,N,N,N,N,cloudy,28.4,80,0,3.5,south-southeast,0,,3,2,3,2
,22:00~23:00,Y,N,N,N,N,N,N,N,cloudy,28.3,83,0,3,south,0,,2,2,2,2
,23:00~0:00,Y,N,N,N,N,N,N,N,cloudy,28.2,83,0,3.5,south,0,,1,1,1,1
2022.08.26,0:00~1:00,Y,N,N,N,N,N,N,N,cloudy,27.9,86,0,4.4,south-southeast,0,,1,1,1,1
,1:00~2:00,Y,N,N,N,N,N,N,N,cloudy,27.7,86,0,4.7,south,0,,0,0,0,0
,2:00~3:00,Y,N,N,N,N,N,N,N,cloudy,27.2,88,0,2.4,south-southeast,0,,0,0,0,0
,3:00~4:00,Y,N,N,N,N,N,N,N,cloudy,27.3,87,0,1.6,south-southeast,0,,0,0,0,0
,4:00~5:00,Y,N,N,N,N,N,N,N,cloudy,27.1,89,0,3.5,south-southwest,0,,0,0,0,0
,5:00~6:00,Y,N,N,N,N,N,N,N,cloudy,26.2,95,0,2.3,south-southwest,0,,3,1,3,2
,6:00~7:00,Y,N,N,N,N,N,N,N,cloudy,26,99,0,2.5,south-southeast,0.02,,4,3,4,2
,7:00~8:00,Y,N,Y,N,N,N,N,N,cloudy,25.8,100,0,2.8,south,0.06,,5,3,5,3
,8:00~9:00,Y,N,Y,N,N,N,N,N,cloudy,25.9,100,0,3.1,south-southwest,0.15,,5,3,5,3
,9:00~10:00,Y,N,N,N,Y,N,N,N,cloudy,25.7,100,0,4.2,south-southwest,0.11,,4,3,4,2
,10:00~11:00,Y,N,N,N,Y,N,N,N,cloudy,25.6,99,0,2.9,south-southwest,0.08,,4,2,2,2
,11:00~12:00,Y,N,N,N,Y,N,N,N,cloudy,25.6,100,0,5.8,south,0.08,,3,2,2,2
,12:00~13:00,Y,N,N,N,Y,N,N,N,cloudy,25.6,100,0,1.4,south-southwest,0.13,,3,2,2,2
,13:00~14:00,Y,N,N,N,Y,N,N,N,cloudy,25.6,100,0,1.9,southwest,0.18,,3,2,2,2
,14:00~15:00,Y,N,N,N,Y,N,N,N,cloudy,26,99,0,4.4,south,0.55,,3,2,2,2
,15:00~16:00,Y,N,N,N,N,N,N,N,rainy,26.6,98,0,3,south,1.45,,3,2,2,2
,16:00~17:00,Y,N,N,N,N,N,N,N,rainy,28.2,90,0.1,3.9,south-southwest,1.14,,3,2,2,2
,17:00~18:00,Y,N,N,N,N,N,N,N,rainy,27.6,89,0,3.2,south,0.34,,4,3,3,3
,18:00~19:00,Y,N,Y,N,N,N,N,N,cloudy,27.5,91,0,2.8,south,0.3,,5,3,4,3
,19:00~20:00,Y,N,Y,N,N,N,N,N,cloudy,27.5,90,0,4.3,south,0.04,,5,3,4,3
,20:00~21:00,Y,N,N,N,N,N,N,N,cloudy,27.5,89,0,5.6,south,0,,4,3,3,3
,21:00~22:00,Y,N,N,N,N,N,N,N,cloudy,27.1,90,0,3.7,south,0,,3,2,3,2
,22:00~23:00,Y,N,N,N,N,N,N,N,cloudy,26.9,91,0,4.5,south,0,,2,2,2,2
,23:00~0:00,Y,N,N,N,N,N,N,N,cloudy,26.7,92,0,3,south-southeast,0,,1,1,1,1
2022.08.27,0:00~1:00,N,Y,N,N,N,N,N,N,cloudy,26.9,91,0,4.4,south-sourhwest,0,,1,1,1,1
,1:00~2:00,N,Y,N,N,N,N,N,N,cloudy,27,89,0,4.8,south,0,,0,0,0,0
,2:00~3:00,N,Y,N,N,N,N,N,N,cloudy,26.7,89,0,3.9,south,0,,0,0,0,0
,3:00~4:00,N,Y,N,N,N,N,N,N,cloudy,26.6,89,0,4.4,south,0,,0,0,0,0
,4:00~5:00,N,Y,N,N,N,N,N,N,cloudy,26.6,89,0,4.3,south,0,,0,0,0,0
,5:00~6:00,N,Y,N,N,N,N,N,N,cloudy,26.7,87,0,4.3,south,0.01,,3,1,3,2
,6:00~7:00,N,Y,N,N,N,N,N,N,cloudy,26.5,86,0,4.1,south,0.19,,4,3,4,2
,7:00~8:00,N,Y,N,N,N,N,N,N,cloudy,26.8,84,0,4,south,0.89,,5,3,5,3
,8:00~9:00,N,Y,N,N,N,N,N,N,cloudy,28.2,80,0,4.7,south,1.47,,5,3,5,3
,9:00~10:00,N,Y,N,N,Y,N,N,N,sunny,29.3,72,0,7.2,south,2.01,,4,3,4,2
,10:00~11:00,N,Y,N,N,Y,N,N,N,sunny,30.6,71,0,4.7,south,2.85,,4,2,2,2
,11:00~12:00,N,Y,N,N,Y,N,N,N,sunny,31.8,70,0,6.3,south-southeast,3.2,,3,2,2,2
,12:00~13:00,N,Y,N,N,Y,N,N,N,sunny,31.8,67,0,4.8,south-southwest,3.32,,3,2,2,2
,13:00~14:00,N,Y,N,N,Y,N,N,N,sunny,32.8,66,0,4.3,south,2.95,,3,2,2,2
,14:00~15:00,N,Y,N,N,Y,N,N,N,sunny,32.5,62,0,5.8,south,2.97,,3,2,2,2
,15:00~16:00,N,Y,N,N,Y,N,N,N,sunny,32.8,62,0,6.2,south-southwest,2.34,,3,2,2,2
,16:00~17:00,N,Y,N,N,Y,N,N,N,sunny,32,66,0,4.9,south,1.66,,3,2,2,2
,17:00~18:00,N,Y,N,N,Y,N,N,N,sunny,32.4,67,0,5.4,south,1.46,,4,3,3,3
,18:00~19:00,N,Y,N,N,N,N,Y,N,sunny,31,68,0,4.9,south,0.58,,5,3,4,3
,19:00~20:00,N,Y,N,N,N,N,Y,N,sunny,29.8,73,0,3.1,south,0.09,,5,3,4,3
,20:00~21:00,N,Y,N,N,N,N,Y,N,sunny,29.3,75,0,5.7,south,0,,4,3,3,3
,21:00~22:00,N,Y,N,N,N,N,N,N,sunny,28.6,77,0,5.8,south,0,,3,2,3,2
,22:00~23:00,N,Y,N,N,N,N,N,N,sunny,28.3,78,0,4.1,south,0,,2,2,2,2
,23:00~0:00,N,Y,N,N,N,N,N,N,sunny,28.1,77,0,4.8,south,0,,1,1,1,1
2022.08.28,0:00~1:00,N,Y,N,N,N,N,N,N,cloudy,27.7,83,0,3.9,south,0,,1,1,1,1
,1:00~2:00,N,Y,N,N,N,N,N,N,cloudy,27.5,86,0,4.9,south-southwest,0,,0,0,0,0
,2:00~3:00,N,Y,N,N,N,N,N,N,cloudy,27.3,85,0,4,south,0,,0,0,0,0
,3:00~4:00,N,Y,N,N,N,N,N,N,cloudy,27,86,0,2,south-southwest,0,,0,0,0,0
,4:00~5:00,N,Y,N,N,N,N,N,N,cloudy,27,86,0,3.1,south,0.01,,0,0,0,0
,5:00~6:00,N,Y,N,N,N,N,N,N,cloudy,26.1,88,0,2.7,south-southwest,0.24,,3,1,3,2
,6:00~7:00,N,Y,N,N,N,N,N,N,cloudy,26.3,88,0,2,south-southwest,0.76,,4,3,4,2
,7:00~8:00,N,Y,N,N,N,N,N,N,cloudy,26.7,86,0,2.9,south,1.41,,5,3,5,3
,8:00~9:00,N,Y,N,N,N,N,N,N,cloudy,28.1,82,0,2.5,south-southwest,1.68,,5,3,5,3
,9:00~10:00,N,Y,N,N,N,N,N,N,rainy,28.7,79,0,3.7,south-southeast,1.76,,4,3,4,2
,10:00~11:00,N,Y,N,N,N,N,N,N,rainy,29.7,74,0.1,2.3,south,2.28,,4,2,2,2
